sku,price,name,texture_knit,texture_woven,texture_shirt,neckline,sleeve_length,start_end,closure_front,cutting,fit,pockets,leather_details,slit,shoulder_finishing,pattern,fancy_yarn,detail_1,detail_2,detail_3,detail_4,detail_5,chest_width,length,care_info_short,model_wears,quality,url_key
85194-6307-42,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1130
85194-6337-36,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1131
85194-6337-38,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1132
85194-6337-40,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1133
85194-6337-42,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1134
85194-6353-36,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1135
85194-6353-38,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1136
85194-6353-40,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1137
85194-6353-42,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1138
85194-6366-36,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1139
85194-6366-38,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1140
85194-6366-40,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1141
85194-6366-42,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1142
85194-6371-36,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1143
85194-6371-38,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1144
85194-6371-40,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1145
85194-6371-42,359.9,Grobstrick-Pullover,,,,,,,,,,,,,,,,,,,,,,,,,,grobstrick-pullover-w161-chde-1146
85197-6302-34,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1147
85197-6302-36,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1148
85197-6302-38,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1149
85197-6302-40,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1150
85197-6302-42,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1151
85197-6312-34,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1152
85197-6312-36,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1153
85197-6312-38,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1154
85197-6312-40,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1155
85197-6312-42,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1156
85197-6366-34,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1157
85197-6366-36,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1158
85197-6366-38,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1159
85197-6366-40,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1160
85197-6366-42,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1161
85197-6376-34,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1162
85197-6376-36,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1163
85197-6376-38,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1164
85197-6376-40,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1165
85197-6376-42,359.9,Oversize Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,oversize-kaschmirpullover-w161-chde-1166
85198-6312-36,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1167
85198-6312-38,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1168
85198-6312-40,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1169
85198-6332-36,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1170
85198-6332-38,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1171
85198-6332-40,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1172
85198-6370-36,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1173
85198-6370-38,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1174
85198-6370-40,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1175
85198-6373-36,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1176
85198-6373-38,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1177
85198-6373-40,359.9,Strickjacke mit Fransen,,,,,,,,,,,,,,,,,,,,,,,,,,strickjacke-fransen-w161-chde-1178
85199-6312-36,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1179
85199-6312-38,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1180
85199-6312-40,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1181
85199-6312-42,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1182
85199-6330-36,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1183
85199-6330-38,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1184
85199-6330-40,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1185
85199-6330-42,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1186
85199-6370-36,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1187
85199-6370-38,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1188
85199-6370-40,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1189
85199-6370-42,399.9,Raglanpullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,raglanpullover-kaschmir-w161-chde-1190
85200-6312-36,499.9,Kimono-Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kimono-strickjacke-w161-chde-1191
85200-6312-38,499.9,Kimono-Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kimono-strickjacke-w161-chde-1192
85200-6312-40,499.9,Kimono-Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kimono-strickjacke-w161-chde-1193
85200-6325-36,499.9,Kimono-Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kimono-strickjacke-w161-chde-1194
85200-6325-38,499.9,Kimono-Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kimono-strickjacke-w161-chde-1195
85200-6325-40,499.9,Kimono-Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kimono-strickjacke-w161-chde-1196
85204-6302-36,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1197
85204-6302-38,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1198
85204-6302-40,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1199
85204-6302-42,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1200
85204-6312-36,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1201
85204-6312-38,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1202
85204-6312-40,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1203
85204-6312-42,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1204
85204-6325-36,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1205
85204-6325-38,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1206
85204-6325-40,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1207
85204-6325-42,439.9,Luxus-Cardigan aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,luxus-cardigan-kaschmir-w161-chde-1208
85205-6302-36,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1209
85205-6302-38,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1210
85205-6302-40,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1211
85205-6302-42,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1212
85205-6331-36,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1213
85205-6331-38,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1214
85205-6331-40,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1215
85205-6331-42,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1216
85205-6337-36,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1217
85205-6337-38,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1218
85205-6337-40,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1219
85205-6337-42,429.9,Pullover mit hohem Rundhalskragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-hohem-rundhalskragen-w161-chde-1220
85207-6305-36,469.9,Pullover mit weitem Rollkragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-weitem-rollkragen-w161-chde-1221
85207-6305-38,469.9,Pullover mit weitem Rollkragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-weitem-rollkragen-w161-chde-1222
85207-6305-40,469.9,Pullover mit weitem Rollkragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-weitem-rollkragen-w161-chde-1223
85207-6305-42,469.9,Pullover mit weitem Rollkragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-weitem-rollkragen-w161-chde-1224
85207-6366-36,469.9,Pullover mit weitem Rollkragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-weitem-rollkragen-w161-chde-1225
85207-6366-38,469.9,Pullover mit weitem Rollkragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-weitem-rollkragen-w161-chde-1226
85207-6366-40,469.9,Pullover mit weitem Rollkragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-weitem-rollkragen-w161-chde-1227
85207-6366-42,469.9,Pullover mit weitem Rollkragen,,,,,,,,,,,,,,,,,,,,,,,,,,pullover-weitem-rollkragen-w161-chde-1228
85208-6310-36,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1229
85208-6310-38,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1230
85208-6310-40,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1231
85208-6310-42,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1232
85208-6321-36,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1233
85208-6321-38,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1234
85208-6321-40,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1235
85208-6321-42,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1236
85208-6325-36,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1237
85208-6325-38,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1238
85208-6325-40,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1239
85208-6325-42,429.9,Oversized Longstrickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-longstrickjacke-w161-chde-1240
85209-6310-36,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1241
85209-6310-38,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1242
85209-6310-40,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1243
85209-6311-36,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1244
85209-6311-38,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1245
85209-6311-40,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1246
85209-6359-36,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1247
85209-6359-38,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1248
85209-6359-40,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1249
85209-6376-36,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1250
85209-6376-38,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1251
85209-6376-40,359.9,Lässiger Kaschmirpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-kaschmirpullover-w161-chde-1252
85210-6310-36,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1253
85210-6310-38,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1254
85210-6310-40,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1255
85210-6310-42,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1256
85210-6325-36,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1257
85210-6325-38,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1258
85210-6325-40,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1259
85210-6325-42,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1260
85210-6357-36,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1261
85210-6357-38,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1262
85210-6357-40,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1263
85210-6357-42,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1264
85210-6371-36,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1265
85210-6371-38,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1266
85210-6371-40,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1267
85210-6371-42,359.9,Lässiger Damenpullover,,,,,,,,,,,,,,,,,,,,,,,,,,laessiger-damenpullover-w161-chde-1268
85211-6305-36,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1269
85211-6305-38,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1270
85211-6305-40,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1271
85211-6305-42,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1272
85211-6312-36,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1273
85211-6312-38,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1274
85211-6312-40,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1275
85211-6312-42,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1276
85211-6370-36,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1277
85211-6370-38,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1278
85211-6370-40,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1279
85211-6370-42,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1280
85211-6373-36,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1281
85211-6373-38,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1282
85211-6373-40,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1283
85211-6373-42,439.9,Cardigan mit Knöpfen aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,cardigan-knoepfen-kaschmir-w161-chde-1284
85215-6307-36,339.9,Kurze lässige Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kurze-laessige-strickjacke-w161-chde-1285
85215-6307-38,339.9,Kurze lässige Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kurze-laessige-strickjacke-w161-chde-1286
85215-6307-40,339.9,Kurze lässige Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kurze-laessige-strickjacke-w161-chde-1287
85215-6307-42,339.9,Kurze lässige Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kurze-laessige-strickjacke-w161-chde-1288
85215-6353-36,339.9,Kurze lässige Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kurze-laessige-strickjacke-w161-chde-1289
85215-6353-38,339.9,Kurze lässige Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kurze-laessige-strickjacke-w161-chde-1290
85215-6353-40,339.9,Kurze lässige Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kurze-laessige-strickjacke-w161-chde-1291
85215-6353-42,339.9,Kurze lässige Strickjacke,,,,,,,,,,,,,,,,,,,,,,,,,,kurze-laessige-strickjacke-w161-chde-1292
85217-6302-36,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1293
85217-6302-38,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1294
85217-6302-40,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1295
85217-6302-42,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1296
85217-6366-36,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1297
85217-6366-38,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1298
85217-6366-40,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1299
85217-6366-42,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1300
85217-6371-36,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1301
85217-6371-38,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1302
85217-6371-40,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1303
85217-6371-42,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1304
85217-6376-36,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1305
85217-6376-38,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1306
85217-6376-40,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1307
85217-6376-42,329.9,U-Boot-Pullover aus Kaschmir,,,,,,,,,,,,,,,,,,,,,,,,,,u-boot-pullover-kaschmir-w161-chde-1308
85218-6305-36,499.9,Oversized Cardigan,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-cardigan-w161-chde-1309
85218-6305-38,499.9,Oversized Cardigan,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-cardigan-w161-chde-1310
85218-6305-40,499.9,Oversized Cardigan,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-cardigan-w161-chde-1311
85218-6305-42,499.9,Oversized Cardigan,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-cardigan-w161-chde-1312
85218-6321-36,499.9,Oversized Cardigan,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-cardigan-w161-chde-1313
85218-6321-38,499.9,Oversized Cardigan,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-cardigan-w161-chde-1314
85218-6321-40,499.9,Oversized Cardigan,,,,,,,,,,,,,,,,,,,,,,,,,,oversized-cardigan-w161-chde-1315
